Linux 5.19.0-45-generic (rachit-virtual-machine) 	24/06/23 	_x86_64_	(4 CPU)

01:05:51 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:08:49 AM IST     all     14.14      0.00     13.64      0.00      0.00     72.22
01:08:50 AM IST     all     68.62      0.00     10.97      0.00      0.00     20.41
01:08:51 AM IST     all     78.48      0.00      0.76      0.25      0.00     20.51
01:08:52 AM IST     all     78.39      0.00      0.78      0.00      0.00     20.83
01:08:53 AM IST     all     80.25      0.00      1.27      0.00      0.00     18.48
01:08:54 AM IST     all     39.85      0.00      2.76      0.00      0.00     57.39
01:08:55 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:56 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:57 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:08:58 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:08:59 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:09:00 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:09:01 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:02 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:09:03 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:09:04 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:05 AM IST     all      0.25      0.00      0.51      0.00      0.00     99.24
01:09:06 AM IST     all     32.41      0.00     21.77      0.00      0.00     45.82
01:09:07 AM IST     all     76.77      0.00      2.78      0.00      0.00     20.45
01:09:08 AM IST     all     77.18      0.00      3.33      0.00      0.00     19.49
01:09:09 AM IST     all     77.16      0.00      3.30      0.00      0.00     19.54
01:09:10 AM IST     all     86.25      0.00      1.75      0.00      0.00     12.00
01:09:11 AM IST     all      8.84      0.00      1.01      0.00      0.00     90.15
01:09:12 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:13 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:14 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:15 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:09:16 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:17 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:18 AM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
01:09:19 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:09:20 AM IST     all      0.25      0.00      1.50      0.00      0.00     98.25
01:09:21 AM IST     all     50.00      0.00     25.25      0.00      0.00     24.75
01:09:22 AM IST     all     78.26      0.00      1.53      0.00      0.00     20.20
01:09:23 AM IST     all     80.30      0.00      0.51      0.00      0.00     19.19
01:09:24 AM IST     all     78.99      0.00      1.27      0.00      0.00     19.75
01:09:25 AM IST     all     79.20      0.00      1.50      0.00      0.00     19.30
01:09:26 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:09:27 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
