Linux 5.19.0-45-generic (aicfed) 	24/06/23 	_x86_64_	(4 CPU)

01:05:08 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:09:38 AM IST     all     26.79      0.00     21.94      0.00      0.00     51.28
01:09:39 AM IST     all     62.25      0.00     31.75      0.00      0.00      6.00
01:09:40 AM IST     all     59.95      0.00     29.85      0.00      0.00     10.20
01:09:41 AM IST     all     64.66      0.00     29.07      0.00      0.00      6.27
01:09:42 AM IST     all     62.16      0.00     28.57      0.00      0.00      9.27
01:09:43 AM IST     all     62.69      0.00     33.83      0.00      0.00      3.48
01:09:44 AM IST     all     64.09      0.00     31.42      0.00      0.00      4.49
01:09:45 AM IST     all     60.55      0.00     35.93      0.00      0.00      3.52
01:09:46 AM IST     all     65.34      0.00     29.43      0.00      0.00      5.24
01:09:47 AM IST     all     65.83      0.00     31.41      0.00      0.00      2.76
01:09:48 AM IST     all     65.58      0.00     25.13      0.00      0.00      9.30
01:09:49 AM IST     all     67.84      0.00     26.13      0.00      0.00      6.03
01:09:50 AM IST     all     64.16      0.00     32.33      0.00      0.00      3.51
01:09:51 AM IST     all     67.00      0.00     30.77      0.00      0.00      2.23
01:09:52 AM IST     all     27.61      0.00     16.67      0.00      0.00     55.72
01:09:53 AM IST     all      0.25      0.00      1.52      0.00      0.00     98.22
01:09:54 AM IST     all     50.76      0.00     35.61      0.00      0.00     13.64
01:09:55 AM IST     all     64.93      0.00     31.34      0.00      0.00      3.73
01:09:56 AM IST     all     63.00      0.00     34.00      0.00      0.00      3.00
01:09:57 AM IST     all     70.07      0.00     26.93      0.00      0.00      2.99
01:09:58 AM IST     all     64.00      0.00     32.75      0.00      0.00      3.25
01:09:59 AM IST     all     66.50      0.00     31.50      0.00      0.00      2.00
01:10:00 AM IST     all     62.47      0.00     31.23      0.00      0.00      6.30
01:10:01 AM IST     all     65.00      0.00     27.50      0.00      0.00      7.50
01:10:02 AM IST     all     67.67      0.00     28.82      0.00      0.00      3.51
01:10:03 AM IST     all     68.25      0.00     28.25      0.00      0.00      3.50
01:10:04 AM IST     all     64.84      0.00     28.93      0.00      0.00      6.23
01:10:05 AM IST     all     62.78      0.00     32.51      0.00      0.00      4.71
01:10:06 AM IST     all     64.75      0.00     26.50      0.00      0.00      8.75
01:10:07 AM IST     all     62.00      0.00     30.00      0.00      0.00      8.00
01:10:08 AM IST     all     30.92      0.00     15.46      0.00      0.00     53.62
01:10:09 AM IST     all      0.00      0.00      0.50      0.00      0.00     99.50
01:10:10 AM IST     all     28.03      0.00     22.73      0.00      0.00     49.24
01:10:11 AM IST     all     60.45      0.25     31.23      0.00      0.00      8.06
01:10:12 AM IST     all     61.90      0.00     29.57      0.00      0.00      8.52
01:10:13 AM IST     all     66.33      0.25     30.92      0.00      0.00      2.49
01:10:14 AM IST     all     65.17      0.00     30.85      0.00      0.00      3.98
01:10:15 AM IST     all     65.75      0.00     28.50      0.00      0.00      5.75
01:10:16 AM IST     all     67.34      0.00     28.89      0.00      0.00      3.77
01:10:17 AM IST     all     67.00      0.00     29.75      0.00      0.00      3.25
01:10:18 AM IST     all     68.00      0.00     29.00      0.00      0.00      3.00
01:10:19 AM IST     all     64.75      0.00     31.50      0.00      0.00      3.75
01:10:20 AM IST     all     65.66      0.00     26.82      0.00      0.00      7.52
01:10:21 AM IST     all     64.23      0.00     33.75      0.00      0.00      2.02
01:10:22 AM IST     all     46.37      0.00     25.06      0.00      0.00     28.57
01:10:23 AM IST     all      0.25      0.00      2.01      0.00      0.00     97.74
01:10:24 AM IST     all     26.26      0.00     22.98      0.00      0.00     50.76
01:10:25 AM IST     all     62.69      0.00     31.84      0.00      0.00      5.47
01:10:26 AM IST     all     66.75      0.00     28.50      0.00      0.00      4.75
01:10:27 AM IST     all     67.17      0.00     29.80      0.00      0.00      3.03
01:10:28 AM IST     all     66.50      0.00     29.75      0.00      0.00      3.75
01:10:29 AM IST     all     64.41      0.00     29.57      0.00      0.00      6.02
01:10:30 AM IST     all     65.99      0.00     28.72      0.00      0.00      5.29
01:10:31 AM IST     all     68.09      0.00     29.65      0.00      0.00      2.26
01:10:32 AM IST     all     67.33      0.00     29.18      0.00      0.00      3.49
01:10:33 AM IST     all     66.34      0.00     23.76      0.00      0.00      9.90
01:10:34 AM IST     all     65.90      0.00     29.01      0.00      0.00      5.09
01:10:35 AM IST     all     64.32      0.00     29.65      0.00      0.00      6.03
01:10:36 AM IST     all     58.46      0.00     34.33      0.00      0.00      7.21
01:10:37 AM IST     all     50.87      0.00     24.57      0.00      0.00     24.57
01:10:38 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:39 AM IST     all     13.52      0.00     14.80      0.00      0.00     71.68
01:10:40 AM IST     all     61.00      0.00     36.25      0.00      0.00      2.75
01:10:41 AM IST     all     61.85      0.00     34.41      0.00      0.00      3.74
01:10:42 AM IST     all     66.17      0.00     29.82      0.00      0.00      4.01
