Linux 5.19.0-45-generic (aicfed) 	29/06/23 	_x86_64_	(4 CPU)

11:17:03 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
11:20:26 PM IST     all     63.48      0.00     31.99      0.00      0.00      4.53
11:20:27 PM IST     all     65.51      0.00     30.52      0.00      0.00      3.97
11:20:28 PM IST     all     62.84      0.00     30.42      0.00      0.00      6.73
11:20:29 PM IST     all     62.44      0.00     34.33      0.00      0.00      3.23
11:20:30 PM IST     all     61.77      0.00     32.15      0.00      0.00      6.08
11:20:31 PM IST     all     67.00      0.00     26.50      0.00      0.00      6.50
11:20:32 PM IST     all     61.10      0.00     35.66      0.00      0.00      3.24
11:20:33 PM IST     all     68.09      0.00     30.15      0.00      0.00      1.76
11:20:34 PM IST     all     64.59      0.00     30.92      0.00      0.00      4.49
11:20:35 PM IST     all     68.09      0.00     27.89      0.00      0.00      4.02
11:20:36 PM IST     all     47.76      0.00     28.11      0.00      0.00     24.13
11:20:37 PM IST     all      0.75      0.00      0.00      0.25      0.00     99.00
11:20:38 PM IST     all     12.98      0.00     14.25      0.00      0.00     72.77
11:20:39 PM IST     all     52.37      0.25     40.40      0.00      0.00      6.98
11:20:40 PM IST     all     63.41      0.00     32.58      0.00      0.00      4.01
11:20:41 PM IST     all     64.18      0.00     31.84      0.00      0.00      3.98
11:20:42 PM IST     all     64.02      0.00     27.05      0.00      0.00      8.93
11:20:43 PM IST     all     67.67      0.00     29.07      0.00      0.00      3.26
11:20:44 PM IST     all     61.85      0.00     30.42      0.00      0.00      7.73
11:20:45 PM IST     all     66.17      0.00     27.32      0.00      0.00      6.52
11:20:46 PM IST     all     69.27      0.00     27.46      0.00      0.00      3.27
11:20:47 PM IST     all     63.66      0.00     29.90      0.00      0.00      6.44
11:20:48 PM IST     all     64.72      0.00     29.95      0.00      0.00      5.33
11:20:49 PM IST     all     64.84      0.00     32.92      0.00      0.00      2.24
11:20:50 PM IST     all     64.52      0.25     31.51      0.00      0.00      3.72
11:20:51 PM IST     all     65.25      0.00     32.50      0.00      0.00      2.25
11:20:52 PM IST     all     23.06      0.00     12.53      0.00      0.00     64.41
11:20:53 PM IST     all      1.00      0.00      0.75      0.00      0.00     98.25
11:20:54 PM IST     all     30.43      0.00     21.99      0.00      0.00     47.57
11:20:55 PM IST     all     53.85      0.00     37.97      0.00      0.00      8.19
11:20:56 PM IST     all     62.69      0.00     33.08      0.00      0.00      4.23
11:20:57 PM IST     all     69.19      0.00     27.53      0.00      0.00      3.28
11:20:58 PM IST     all     63.43      0.00     31.09      0.00      0.00      5.47
11:20:59 PM IST     all     62.75      0.00     34.25      0.00      0.00      3.00
11:21:00 PM IST     all     63.59      0.00     31.42      0.00      0.00      4.99
11:21:01 PM IST     all     67.34      0.00     30.90      0.00      0.00      1.76
11:21:02 PM IST     all     68.58      0.00     28.43      0.00      0.00      2.99
11:21:03 PM IST     all     65.58      0.00     28.14      0.00      0.00      6.28
11:21:04 PM IST     all     63.43      0.00     34.08      0.00      0.00      2.49
11:21:05 PM IST     all     63.59      0.00     31.92      0.00      0.00      4.49
11:21:06 PM IST     all     63.57      0.00     29.90      0.00      0.00      6.53
11:21:07 PM IST     all     59.60      0.00     31.42      0.00      0.00      8.98
11:21:08 PM IST     all     10.05      0.00      8.04      0.00      0.00     81.91
11:21:09 PM IST     all      0.76      0.00      0.76      0.00      0.00     98.48
11:21:10 PM IST     all     40.81      0.00     38.29      0.00      0.00     20.91
11:21:11 PM IST     all     56.50      0.00     37.00      0.00      0.00      6.50
11:21:12 PM IST     all     63.50      0.00     33.75      0.00      0.00      2.75
11:21:13 PM IST     all     66.42      0.00     30.35      0.00      0.00      3.23
11:21:14 PM IST     all     67.34      0.00     29.40      0.00      0.00      3.27
11:21:15 PM IST     all     59.85      0.00     34.16      0.00      0.00      5.99
11:21:16 PM IST     all     61.40      0.00     28.82      0.00      0.00      9.77
11:21:17 PM IST     all     65.75      0.00     30.00      0.00      0.00      4.25
11:21:18 PM IST     all     67.25      0.00     29.50      0.00      0.00      3.25
11:21:19 PM IST     all     64.18      0.00     31.09      0.00      0.00      4.73
11:21:20 PM IST     all     67.16      0.00     30.60      0.00      0.00      2.24
11:21:21 PM IST     all     67.34      0.00     29.37      0.00      0.00      3.29
11:21:22 PM IST     all     62.50      0.00     29.25      0.00      0.00      8.25
11:21:23 PM IST     all     62.59      0.00     30.42      0.00      0.00      6.98
11:21:24 PM IST     all     61.65      0.00     34.09      0.00      0.00      4.26
11:21:25 PM IST     all     44.89      0.00     24.19      0.00      0.00     30.92
11:21:26 PM IST     all      0.25      0.00      0.25      0.00      0.00     99.50
11:21:27 PM IST     all     10.71      0.00      6.89      0.00      0.00     82.40
11:21:28 PM IST     all     51.63      0.00     37.09      0.00      0.00     11.28
11:21:29 PM IST     all     63.07      0.00     24.87      0.00      0.00     12.06
11:21:30 PM IST     all     68.50      0.00     28.50      0.00      0.00      3.00
11:21:31 PM IST     all     67.17      0.00     28.79      0.00      0.00      4.04
11:21:32 PM IST     all     61.35      0.00     36.66      0.00      0.00      2.00
11:21:33 PM IST     all     68.49      0.00     28.04      0.00      0.00      3.47
11:21:34 PM IST     all     64.72      0.00     33.50      0.00      0.00      1.78
11:21:35 PM IST     all     63.25      0.25     32.75      0.00      0.00      3.75
11:21:36 PM IST     all     67.16      0.00     29.10      0.00      0.00      3.73
11:21:37 PM IST     all     60.64      0.00     32.43      0.00      0.00      6.93
11:21:38 PM IST     all     66.42      0.00     30.83      0.00      0.00      2.76
11:21:39 PM IST     all     64.09      0.00     31.67      0.00      0.00      4.24
11:21:40 PM IST     all     65.92      0.25     29.35      0.00      0.00      4.48
11:21:41 PM IST     all     25.81      0.00     11.03      0.00      0.00     63.16
11:21:42 PM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
11:21:43 PM IST     all     34.42      0.00     30.15      0.00      0.00     35.43
11:21:44 PM IST     all     59.05      0.00     34.67      0.00      0.00      6.28
11:21:45 PM IST     all     63.09      0.00     26.93      0.00      0.00      9.98
11:21:46 PM IST     all     64.57      0.00     32.66      0.00      0.00      2.76
11:21:47 PM IST     all     62.38      0.00     34.16      0.00      0.00      3.47
11:21:48 PM IST     all     63.91      0.00     32.83      0.00      0.00      3.26
11:21:49 PM IST     all     61.75      0.00     29.25      0.00      0.00      9.00
11:21:50 PM IST     all     67.82      0.00     28.22      0.00      0.00      3.96
11:21:51 PM IST     all     66.92      0.00     30.05      0.00      0.00      3.03
11:21:52 PM IST     all     63.77      0.00     30.77      0.00      0.00      5.46
11:21:53 PM IST     all     65.99      0.00     29.22      0.00      0.00      4.79
11:21:54 PM IST     all     64.09      0.00     29.93      0.00      0.00      5.99
11:21:55 PM IST     all     62.16      0.00     34.34      0.00      0.00      3.51
11:21:56 PM IST     all     62.25      0.00     35.50      0.00      0.00      2.25
11:21:57 PM IST     all     33.92      0.00     17.84      0.00      0.00     48.24
11:21:58 PM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
11:21:59 PM IST     all     13.04      0.00     10.74      0.00      0.00     76.21
11:22:00 PM IST     all     55.20      0.00     38.37      0.00      0.00      6.44
11:22:01 PM IST     all     59.05      0.00     36.68      0.00      0.00      4.27
11:22:02 PM IST     all     65.67      0.00     29.85      0.00      0.00      4.48
11:22:03 PM IST     all     65.82      0.00     31.14      0.00      0.00      3.04
11:22:04 PM IST     all     61.00      0.00     28.75      0.00      0.00     10.25
11:22:05 PM IST     all     64.09      0.00     26.93      0.00      0.00      8.98
11:22:06 PM IST     all     63.82      0.00     33.42      0.00      0.00      2.76
11:22:07 PM IST     all     64.68      0.00     31.09      0.00      0.00      4.23
11:22:08 PM IST     all     66.00      0.00     27.50      0.00      0.00      6.50
11:22:09 PM IST     all     65.84      0.00     30.92      0.00      0.00      3.24
11:22:10 PM IST     all     61.21      0.00     32.24      0.00      0.00      6.55
11:22:11 PM IST     all     61.94      0.00     28.11      0.00      0.00      9.95
11:22:12 PM IST     all     68.67      0.00     28.57      0.00      0.00      2.76
11:22:13 PM IST     all     40.95      0.00     26.38      0.00      0.00     32.66
11:22:14 PM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
11:22:15 PM IST     all      1.28      0.00      1.28      0.00      0.00     97.45
11:22:16 PM IST     all     38.79      0.00     38.04      0.00      0.00     23.17
11:22:17 PM IST     all     63.82      0.00     34.17      0.00      0.00      2.01
11:22:18 PM IST     all     62.00      0.00     36.50      0.00      0.00      1.50
11:22:19 PM IST     all     66.25      0.00     29.25      0.00      0.00      4.50
11:22:20 PM IST     all     65.51      0.00     31.76      0.00      0.00      2.73
11:22:21 PM IST     all     67.09      0.00     29.40      0.00      0.00      3.52
11:22:22 PM IST     all     67.33      0.00     27.43      0.00      0.00      5.24
11:22:23 PM IST     all     64.99      0.00     28.97      0.00      0.00      6.05
11:22:24 PM IST     all     63.18      0.00     32.34      0.00      0.00      4.48
11:22:25 PM IST     all     67.50      0.00     29.75      0.00      0.00      2.75
11:22:26 PM IST     all     63.41      0.00     34.84      0.00      0.00      1.75
11:22:27 PM IST     all     62.59      0.00     34.66      0.00      0.00      2.74
11:22:28 PM IST     all     65.49      0.00     29.47      0.00      0.00      5.04
11:22:29 PM IST     all     62.59      0.00     32.92      0.00      0.00      4.49
11:22:30 PM IST     all     61.71      0.00     34.76      0.00      0.00      3.53
11:22:31 PM IST     all     33.25      0.00     21.84      0.00      0.00     44.91
11:22:32 PM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
